Record_ID,Collection_Date,Zone,Area,Waste_Type,Waste_Collected_KG,Recyclable_KG,Collection_Status,Collection_Delay_Min,Distance_KM,Workers_Count,Disposal_Method,Disposal_Cost,Complaint_Count,Recycling_Rate_Pct,Cost_per_KG,Month,Year
WM119875,2024-10-07,North,Rosewood Park,Organic,70.4,0.7,Delayed,31,2.1,3,Landfill,109.37,3,0.99,1.55,2024-10,2024
WM119876,2023-10-15,North,Silver Hills,Metal,21.7,14.1,Completed,0,3.0,2,Recycling,76.79,0,64.98,3.54,2023-10,2023
WM119877,2023-07-12,South,Palm Residency,Organic,123.7,1.2,Completed,0,4.1,4,Composting,293.89,1,0.97,2.38,2023-07,2023
WM119878,2024-11-30,East,Eastwood,Plastic,42.8,27.0,Completed,0,4.8,3,Recycling,140.57,1,63.08,3.28,2024-11,2024
WM119879,2024-03-13,North,Northgate,Paper,26.4,14.3,Completed,0,2.3,2,Recycling,98.25,0,54.17,3.72,2024-03,2024
WM119880,2024-05-14,Central,Market District,Organic,71.0,3.8,Completed,0,2.9,4,Composting,123.63,0,5.35,1.74,2024-05,2024
WM119881,2023-06-01,West,Golden West,Organic,65.0,7.4,Completed,0,6.0,4,Composting,163.23,0,11.38,2.51,2023-06,2023
WM119882,2024-10-30,West,Westfield,Paper,38.3,23.1,Completed,0,6.8,4,Recycling,132.6,0,60.31,3.46,2024-10,2024
WM119883,2024-06-03,North,Pine Valley,Paper,20.6,11.5,Delayed,14,7.3,2,Recycling,62.85,3,55.83,3.05,2024-06,2024
WM119884,2023-09-26,East,East Ridge,Paper,32.3,18.3,Completed,0,7.1,3,Waste-to-Energy,112.09,0,56.66,3.47,2023-09,2023
WM119885,2024-07-28,East,East Ridge,Mixed Waste,37.3,2.6,Delayed,64,5.0,4,Landfill,62.61,1,6.97,1.68,2024-07,2024
WM119886,2024-06-20,Central,Downtown Core,Plastic,34.2,19.5,Completed,0,8.3,3,Recycling,74.13,1,57.02,2.17,2024-06,2024
WM119887,2023-06-06,West,Cedar Town,Mixed Waste,42.6,8.7,Completed,0,17.2,4,Landfill,73.34,0,20.42,1.72,2023-06,2023
WM119888,2023-07-06,East,Riverside East,Organic,73.0,3.9,Delayed,59,8.5,4,Composting,135.88,0,5.34,1.86,2023-07,2023
WM119889,2023-11-13,Central,Central Square,Organic,59.1,6.6,Completed,0,4.1,4,Waste-to-Energy,208.66,0,11.17,3.53,2023-11,2023
WM119890,2024-08-22,North,Northgate,Mixed Waste,39.1,5.7,Completed,0,5.6,4,Landfill,59.75,0,14.58,1.53,2024-08,2024
WM119891,2024-09-28,North,Silver Hills,Plastic,15.4,9.7,Completed,0,4.0,2,Recycling,55.27,0,62.99,3.59,2024-09,2024
WM119892,2023-08-31,West,West End,Plastic,39.4,24.9,Missed,38,3.9,4,Recycling,121.2,3,63.2,3.08,2023-08,2023
WM119893,2024-06-21,North,Northgate,Organic,85.3,2.2,Completed,0,5.3,6,Landfill,155.14,0,2.58,1.82,2024-06,2024
WM119894,2023-03-25,North,Pine Valley,Organic,56.1,1.8,Completed,0,13.6,4,Composting,126.03,0,3.21,2.25,2023-03,2023
WM119895,2023-07-15,West,Golden West,Paper,18.1,12.5,Completed,0,9.9,3,Recycling,62.45,0,69.06,3.45,2023-07,2023
WM119896,2023-10-05,South,Harbor South,Plastic,50.9,26.7,Missed,56,14.7,4,Recycling,153.03,3,52.46,3.01,2023-10,2023
WM119897,2023-05-15,West,Westfield,Glass,42.8,27.8,Missed,100,4.3,3,Recycling,119.08,2,64.95,2.78,2023-05,2023
WM119898,2024-01-13,Central,City Center,Organic,81.0,3.8,Completed,0,17.6,5,Composting,150.4,0,4.69,1.86,2024-01,2024
WM119899,2023-04-28,South,Sunset Colony,Metal,13.0,9.4,Completed,0,3.6,2,Recycling,41.12,0,72.31,3.16,2023-04,2023
WM119900,2023-01-26,North,Pine Valley,Organic,52.6,0.5,Completed,0,8.8,4,Waste-to-Energy,182.94,0,0.95,3.48,2023-01,2023
WM119901,2024-11-25,North,Rosewood Park,Plastic,24.9,12.2,Completed,0,13.7,2,Landfill,34.91,0,49.0,1.4,2024-11,2024
WM119902,2023-08-27,North,Lakeview North,Plastic,35.4,18.1,Completed,0,6.3,4,Recycling,99.38,0,51.13,2.81,2023-08,2023
WM119903,2023-04-19,North,Lakeview North,Mixed Waste,38.4,5.5,Completed,0,6.3,3,Waste-to-Energy,182.01,0,14.32,4.74,2023-04,2023
WM119904,2023-03-31,North,Rosewood Park,Metal,23.7,14.0,Completed,0,2.3,4,Recycling,71.7,0,59.07,3.03,2023-03,2023
WM119905,2024-01-17,East,East Ridge,Plastic,37.4,22.2,Delayed,48,2.4,5,Recycling,129.3,1,59.36,3.46,2024-01,2024
WM119906,2024-09-23,South,Harbor South,Plastic,51.2,25.3,Completed,0,4.8,4,Recycling,171.8,0,49.41,3.36,2024-09,2024
WM119907,2024-11-22,West,Hilltop West,Metal,27.6,17.4,Missed,63,3.6,3,Recycling,81.94,2,63.04,2.97,2024-11,2024
WM119908,2023-01-18,Central,Downtown Core,Organic,40.4,4.0,Completed,0,4.2,4,Composting,87.7,1,9.9,2.17,2023-01,2023
WM119909,2024-10-25,Central,Downtown Core,Mixed Waste,56.4,13.7,Completed,0,6.7,3,Landfill,91.46,0,24.29,1.62,2024-10,2024
WM119910,2024-05-16,East,East Ridge,Organic,85.7,8.4,Completed,0,3.4,5,Composting,210.08,1,9.8,2.45,2024-05,2024
WM119911,2024-09-11,North,Lakeview North,Plastic,36.2,18.5,Completed,0,10.0,4,Recycling,117.87,0,51.1,3.26,2024-09,2024
WM119912,2024-10-16,West,Westfield,Metal,23.2,18.8,Completed,0,2.6,3,Recycling,72.51,0,81.03,3.13,2024-10,2024
WM119913,2024-07-08,South,Green Meadows,Metal,14.7,9.4,Completed,0,5.6,3,Recycling,46.62,0,63.95,3.17,2024-07,2024
WM119914,2023-08-05,North,Pine Valley,Glass,27.8,18.8,Completed,0,6.3,4,Recycling,78.65,0,67.63,2.83,2023-08,2023
WM119915,2023-01-24,Central,Central Square,Organic,74.9,10.8,Completed,0,4.7,4,Composting,161.4,0,14.42,2.15,2023-01,2023
WM119916,2024-05-08,South,Palm Residency,Organic,87.3,1.1,Completed,0,4.1,4,Composting,164.09,0,1.26,1.88,2024-05,2024
WM119917,2024-01-08,North,Pine Valley,Glass,30.5,21.2,Completed,0,6.9,3,Recycling,110.26,0,69.51,3.62,2024-01,2024
WM119918,2024-09-05,Central,Market District,Mixed Waste,36.7,6.3,Missed,102,5.3,2,Waste-to-Energy,125.33,3,17.17,3.41,2024-09,2024
WM119919,2024-04-13,Central,Market District,Organic,45.5,3.2,Completed,0,5.2,4,Landfill,68.71,0,7.03,1.51,2024-04,2024
WM119920,2024-05-16,South,Southport,Mixed Waste,44.3,3.9,Completed,0,5.9,4,Waste-to-Energy,203.85,0,8.8,4.6,2024-05,2024
WM119921,2024-06-21,South,Southport,Paper,23.4,11.3,Completed,0,15.9,2,Recycling,80.28,0,48.29,3.43,2024-06,2024
WM119922,2023-11-26,East,Riverside East,Metal,22.3,15.4,Completed,0,5.1,3,Recycling,84.54,0,69.06,3.79,2023-11,2023
WM119923,2023-06-03,West,West End,Metal,25.3,18.7,Completed,0,10.1,4,Recycling,96.86,0,73.91,3.83,2023-06,2023
WM119924,2024-02-21,North,Lakeview North,Organic,88.8,5.7,Completed,0,11.3,4,Composting,197.99,0,6.42,2.23,2024-02,2024
WM119925,2024-03-16,East,Orchid Nagar,Plastic,33.1,17.5,Completed,0,2.2,3,Recycling,115.55,0,52.87,3.49,2024-03,2024
WM119926,2024-02-27,Central,City Center,Plastic,34.5,22.0,Completed,0,6.2,3,Landfill,49.57,0,63.77,1.44,2024-02,2024
WM119927,2024-10-02,South,Palm Residency,Organic,71.8,0.7,Delayed,60,9.9,4,Composting,168.49,1,0.97,2.35,2024-10,2024
WM119928,2024-08-28,Central,Central Square,Paper,26.1,15.7,Completed,0,8.8,2,Recycling,95.08,1,60.15,3.64,2024-08,2024
WM119929,2023-02-06,Central,City Center,Paper,30.9,20.2,Completed,0,14.9,3,Recycling,96.54,0,65.37,3.12,2023-02,2023
WM119930,2023-10-01,South,Harbor South,Mixed Waste,67.4,6.0,Completed,0,3.0,3,Landfill,117.8,0,8.9,1.75,2023-10,2023
WM119931,2023-06-07,West,Cedar Town,Organic,103.1,7.7,Completed,0,6.1,7,Composting,208.92,0,7.47,2.03,2023-06,2023
WM119932,2024-10-28,South,Sunset Colony,Paper,23.1,13.7,Delayed,50,4.7,2,Landfill,35.11,1,59.31,1.52,2024-10,2024
WM119933,2024-11-30,West,Hilltop West,Mixed Waste,57.5,12.0,Missed,127,6.5,5,Waste-to-Energy,246.41,0,20.87,4.29,2024-11,2024
WM119934,2024-03-08,Central,Downtown Core,Organic,60.9,4.1,Completed,0,6.2,4,Composting,140.21,1,6.73,2.3,2024-03,2024
WM119935,2023-04-23,South,Southport,Plastic,34.5,15.2,Completed,0,19.2,3,Recycling,104.39,0,44.06,3.03,2023-04,2023
WM119936,2024-06-25,West,Hilltop West,Organic,97.2,15.0,Completed,0,6.5,5,Composting,188.91,0,15.43,1.94,2024-06,2024
WM119937,2024-09-03,Central,Downtown Core,Mixed Waste,34.9,6.0,Completed,0,5.3,3,Recycling,113.3,1,17.19,3.25,2024-09,2024
WM119938,2024-06-16,South,Harbor South,Paper,39.8,22.8,Delayed,35,6.1,4,Landfill,76.16,1,57.29,1.91,2024-06,2024
WM119939,2024-03-13,North,Northgate,Organic,70.9,0.7,Completed,0,20.4,5,Landfill,105.24,2,0.99,1.48,2024-03,2024
WM119940,2024-02-04,North,Silver Hills,Mixed Waste,38.0,5.7,Completed,0,3.5,4,Landfill,57.68,1,15.0,1.52,2024-02,2024
WM119941,2023-01-18,East,Eastwood,Organic,50.0,3.2,Completed,0,5.4,5,Composting,95.21,0,6.4,1.9,2023-01,2023
WM119942,2023-06-11,Central,Central Square,Plastic,22.7,12.8,Delayed,18,5.4,3,Landfill,38.72,0,56.39,1.71,2023-06,2023
WM119943,2024-02-09,Central,Market District,Paper,17.6,11.6,Completed,0,8.1,2,Recycling,69.46,0,65.91,3.95,2024-02,2024
WM119944,2024-04-04,East,Maple Court,Paper,22.2,10.3,Completed,0,7.2,3,Recycling,67.95,1,46.4,3.06,2024-04,2024
WM119945,2023-06-08,East,Eastwood,Metal,26.2,20.3,Completed,0,11.5,4,Recycling,100.81,0,77.48,3.85,2023-06,2023
WM119946,2023-01-10,South,Green Meadows,Paper,15.4,8.0,Completed,0,4.1,2,Landfill,23.68,1,51.95,1.54,2023-01,2023
WM119947,2024-05-30,North,Northgate,Paper,30.0,15.7,Completed,0,6.2,3,Recycling,99.2,0,52.33,3.31,2024-05,2024
WM119948,2023-01-15,East,Eastwood,Plastic,40.7,20.9,Completed,0,3.1,2,Recycling,139.25,0,51.35,3.42,2023-01,2023
WM119949,2024-07-18,East,Maple Court,Organic,68.2,0.7,Missed,104,4.6,4,Waste-to-Energy,232.04,5,1.03,3.4,2024-07,2024
WM119950,2024-11-29,East,Eastwood,Organic,40.5,1.4,Completed,0,3.8,2,Waste-to-Energy,152.47,0,3.46,3.76,2024-11,2024
WM119951,2023-02-24,Central,City Center,Plastic,41.6,28.0,Completed,0,9.2,2,Recycling,100.31,0,67.31,2.41,2023-02,2023
WM119952,2024-03-21,East,Orchid Nagar,Metal,29.0,19.9,Completed,0,10.8,2,Recycling,97.52,0,68.62,3.36,2024-03,2024
WM119953,2023-06-05,East,Maple Court,Organic,55.6,6.0,Completed,0,10.4,4,Composting,115.89,0,10.79,2.08,2023-06,2023
WM119954,2024-01-26,North,Northgate,Mixed Waste,58.6,5.2,Completed,0,8.1,3,Landfill,88.95,0,8.87,1.52,2024-01,2024
WM119955,2023-05-19,Central,Downtown Core,Metal,15.6,10.7,Completed,0,2.4,3,Recycling,62.59,0,68.59,4.01,2023-05,2023
WM119956,2024-02-17,West,Golden West,Mixed Waste,48.4,9.3,Completed,0,2.6,4,Recycling,183.89,0,19.21,3.8,2024-02,2024
WM119957,2024-11-04,Central,Market District,Glass,24.9,17.0,Completed,0,5.4,3,Waste-to-Energy,106.26,0,68.27,4.27,2024-11,2024
WM119958,2023-05-05,South,Southport,Organic,55.9,4.1,Completed,0,3.3,5,Composting,105.11,0,7.33,1.88,2023-05,2023
WM119959,2024-09-19,East,Orchid Nagar,Paper,40.9,25.0,Completed,0,20.7,3,Landfill,75.8,0,61.12,1.85,2024-09,2024
WM119960,2023-08-07,East,Orchid Nagar,Organic,90.8,0.9,Completed,0,3.9,3,Composting,212.4,1,0.99,2.34,2023-08,2023
WM119961,2023-10-08,North,Lakeview North,Mixed Waste,51.4,10.7,Completed,0,3.8,4,Waste-to-Energy,198.0,0,20.82,3.85,2023-10,2023
WM119962,2024-03-15,West,Hilltop West,Glass,38.5,25.9,Completed,0,11.5,4,Recycling,119.74,0,67.27,3.11,2024-03,2024
WM119963,2023-04-12,Central,Central Square,Metal,19.3,13.6,Delayed,37,2.3,3,Recycling,61.28,1,70.47,3.18,2023-04,2023
WM119964,2023-02-09,North,Silver Hills,Paper,18.8,11.0,Completed,0,7.8,2,Recycling,60.77,2,58.51,3.23,2023-02,2023
WM119965,2024-04-15,North,Rosewood Park,Mixed Waste,43.4,6.3,Missed,85,11.1,3,Landfill,73.74,3,14.52,1.7,2024-04,2024
WM119966,2024-01-11,West,Hilltop West,Organic,70.9,6.4,Completed,0,3.4,5,Composting,135.38,0,9.03,1.91,2024-01,2024
WM119967,2024-08-27,South,Southport,Plastic,26.4,10.6,Completed,0,6.7,4,Recycling,109.1,1,40.15,4.13,2024-08,2024
WM119968,2023-07-10,West,West End,Plastic,35.7,21.7,Completed,0,1.9,3,Recycling,120.77,0,60.78,3.38,2023-07,2023
WM119969,2024-03-09,West,Golden West,Paper,28.8,18.2,Missed,61,5.4,3,Landfill,50.11,1,63.19,1.74,2024-03,2024
WM119970,2023-01-11,South,Southport,Glass,29.8,18.5,Completed,0,3.3,2,Landfill,47.72,0,62.08,1.6,2023-01,2023
WM119971,2024-11-30,Central,Downtown Core,Glass,34.8,21.7,Completed,0,10.3,3,Waste-to-Energy,157.45,2,62.36,4.52,2024-11,2024
WM119972,2024-12-04,East,East Ridge,Organic,54.3,5.3,Completed,0,5.5,4,Composting,130.31,0,9.76,2.4,2024-12,2024
WM119973,2023-09-03,Central,Downtown Core,Glass,30.0,21.6,Missed,106,6.2,3,Recycling,110.38,1,72.0,3.68,2023-09,2023
WM119974,2023-05-12,West,Hilltop West,Organic,63.9,6.3,Missed,82,2.8,4,Composting,153.98,1,9.86,2.41,2023-05,2023
WM119975,2024-04-28,Central,Market District,Plastic,30.0,19.9,Completed,0,6.7,3,Recycling,76.28,0,66.33,2.54,2024-04,2024
WM119976,2024-02-19,North,Silver Hills,Plastic,16.3,8.0,Completed,0,7.0,2,Recycling,53.32,0,49.08,3.27,2024-02,2024
WM119977,2023-11-26,South,Harbor South,Glass,45.9,27.0,Missed,43,5.9,4,Waste-to-Energy,181.7,0,58.82,3.96,2023-11,2023
WM119978,2024-07-21,North,Lakeview North,Paper,40.6,23.0,Completed,0,13.5,3,Recycling,120.37,0,56.65,2.96,2024-07,2024
WM119979,2023-12-21,East,Orchid Nagar,Plastic,50.0,25.5,Delayed,58,13.4,3,Recycling,167.1,2,51.0,3.34,2023-12,2023
WM119980,2024-07-09,Central,Central Square,Metal,19.9,15.1,Completed,0,12.8,3,Recycling,54.26,0,75.88,2.73,2024-07,2024
WM119981,2024-12-21,East,Orchid Nagar,Organic,84.2,0.8,Missed,90,5.3,5,Composting,222.46,2,0.95,2.64,2024-12,2024
WM119982,2023-09-18,Central,Downtown Core,Organic,37.7,3.7,Delayed,32,9.1,3,Landfill,60.75,1,9.81,1.61,2023-09,2023
WM119983,2024-12-07,South,Sunset Colony,Plastic,29.0,14.8,Completed,0,9.2,3,Recycling,74.02,0,51.03,2.55,2024-12,2024
WM119984,2024-08-14,South,Palm Residency,Organic,106.6,1.1,Completed,0,5.8,3,Landfill,115.56,0,1.03,1.08,2024-08,2024
WM119985,2024-08-02,Central,City Center,Mixed Waste,42.8,8.1,Completed,0,8.1,5,Waste-to-Energy,191.64,1,18.93,4.48,2024-08,2024
WM119986,2024-10-10,East,East Ridge,Mixed Waste,49.0,9.5,Completed,0,11.7,5,Recycling,176.93,0,19.39,3.61,2024-10,2024
WM119987,2023-01-04,Central,Downtown Core,Organic,54.5,4.3,Completed,0,11.5,4,Composting,111.0,0,7.89,2.04,2023-01,2023
WM119988,2023-12-07,South,Green Meadows,Plastic,23.7,12.1,Missed,104,8.9,2,Recycling,70.81,4,51.05,2.99,2023-12,2023
WM119989,2024-09-20,Central,City Center,Mixed Waste,59.9,14.8,Completed,0,10.2,2,Recycling,166.77,0,24.71,2.78,2024-09,2024
WM119990,2023-04-05,East,Riverside East,Organic,45.4,1.8,Completed,0,3.3,3,Composting,112.77,0,3.96,2.48,2023-04,2023
WM119991,2024-12-21,West,Hilltop West,Organic,68.0,9.7,Delayed,19,3.3,5,Composting,132.8,2,14.26,1.95,2024-12,2024
WM119992,2023-01-16,North,Northgate,Metal,24.7,15.5,Completed,0,12.9,4,Recycling,91.87,0,62.75,3.72,2023-01,2023
WM119993,2023-04-21,East,Maple Court,Plastic,27.6,12.6,Missed,79,6.6,4,Landfill,35.0,2,45.65,1.27,2023-04,2023
WM119994,2023-11-22,Central,City Center,Glass,34.7,23.9,Completed,0,5.0,4,Landfill,61.49,0,68.88,1.77,2023-11,2023
WM119995,2023-08-10,Central,Market District,Paper,21.7,15.1,Delayed,42,4.8,2,Landfill,34.07,0,69.59,1.57,2023-08,2023
WM119996,2023-09-28,North,Silver Hills,Glass,29.1,15.7,Completed,0,3.1,3,Landfill,52.47,0,53.95,1.8,2023-09,2023
WM119997,2024-03-11,South,Southport,Organic,58.4,0.6,Completed,0,5.3,3,Composting,151.32,0,1.03,2.59,2024-03,2024
WM119998,2024-11-01,East,Orchid Nagar,Paper,31.3,17.6,Completed,0,7.3,3,Recycling,118.64,1,56.23,3.79,2024-11,2024
WM119999,2023-04-04,North,Northgate,Paper,20.8,12.2,Missed,77,20.8,2,Recycling,73.73,3,58.65,3.54,2023-04,2023
WM120000,2023-12-02,West,West End,Paper,24.1,17.0,Completed,0,4.8,4,Recycling,83.41,1,70.54,3.46,2023-12,2023
WM120001,2024-05-15,North,Pine Valley,Mixed Waste,47.3,7.3,Completed,0,7.3,3,Landfill,92.28,0,15.43,1.95,2024-05,2024
WM120002,2023-06-13,South,Southport,Organic,58.8,7.2,Completed,0,10.1,4,Composting,135.34,1,12.24,2.3,2023-06,2023
WM120003,2024-01-21,West,Westfield,Organic,91.0,6.7,Completed,0,7.3,4,Composting,147.71,1,7.36,1.62,2024-01,2024
WM120004,2024-02-16,East,Riverside East,Organic,65.2,6.2,Completed,0,13.8,4,Composting,143.97,0,9.51,2.21,2024-02,2024
WM120005,2024-01-03,West,Westfield,Mixed Waste,52.1,11.2,Completed,0,10.0,4,Waste-to-Energy,191.15,0,21.5,3.67,2024-01,2024
WM120006,2023-10-23,Central,Downtown Core,Organic,57.9,5.4,Delayed,48,6.3,4,Composting,81.8,2,9.33,1.41,2023-10,2023
WM120007,2023-11-15,North,Rosewood Park,Glass,45.6,27.7,Completed,0,3.7,3,Landfill,76.01,0,60.75,1.67,2023-11,2023
WM120008,2023-09-12,West,Westfield,Organic,47.4,5.4,Completed,0,5.8,3,Composting,109.31,0,11.39,2.31,2023-09,2023
WM120009,2024-05-03,South,Palm Residency,Organic,99.0,3.8,Completed,0,8.1,5,Landfill,179.7,0,3.84,1.82,2024-05,2024
WM120010,2024-07-03,South,Harbor South,Organic,78.6,0.8,Completed,0,3.0,6,Composting,113.83,0,1.02,1.45,2024-07,2024
WM120011,2024-02-24,North,Northgate,Organic,66.4,0.7,Completed,0,3.3,3,Composting,116.34,0,1.05,1.75,2024-02,2024
WM120012,2024-11-24,North,Rosewood Park,Plastic,37.9,20.3,Completed,0,2.0,4,Recycling,92.29,0,53.56,2.44,2024-11,2024
WM120013,2023-07-06,South,Green Meadows,Organic,35.4,0.4,Delayed,28,10.2,3,Composting,84.85,0,1.13,2.4,2023-07,2023
WM120014,2023-01-25,South,Green Meadows,Paper,17.0,8.9,Completed,0,10.6,2,Recycling,56.22,1,52.35,3.31,2023-01,2023
WM120015,2023-05-22,Central,Central Square,Paper,19.7,12.3,Completed,0,14.0,3,Recycling,61.97,1,62.44,3.15,2023-05,2023
WM120016,2024-03-03,West,Cedar Town,Organic,102.2,3.7,Completed,0,4.4,6,Composting,236.99,0,3.62,2.32,2024-03,2024
WM120017,2023-05-04,Central,Downtown Core,Organic,77.0,13.3,Completed,0,5.9,5,Composting,172.42,0,17.27,2.24,2023-05,2023
WM120018,2023-01-25,East,Orchid Nagar,Organic,72.5,3.4,Completed,0,5.5,3,Landfill,131.49,0,4.69,1.81,2023-01,2023
WM120019,2024-04-21,South,Southport,Organic,69.6,2.9,Completed,0,17.3,5,Landfill,118.13,0,4.17,1.7,2024-04,2024
WM120020,2024-04-07,South,Southport,Paper,22.9,13.9,Completed,0,5.7,3,Recycling,59.25,0,60.7,2.59,2024-04,2024
WM120021,2024-11-17,South,Palm Residency,Paper,33.9,18.7,Completed,0,4.0,3,Recycling,111.8,0,55.16,3.3,2024-11,2024
WM120022,2024-03-06,South,Green Meadows,Mixed Waste,26.2,4.6,Completed,0,9.7,3,Landfill,47.12,0,17.56,1.8,2024-03,2024
WM120023,2023-08-20,West,West End,Metal,27.2,22.7,Completed,0,5.2,3,Landfill,41.18,0,83.46,1.51,2023-08,2023
WM120024,2024-10-18,East,East Ridge,Paper,23.2,14.5,Completed,0,2.2,4,Recycling,84.73,0,62.5,3.65,2024-10,2024
WM120025,2023-12-11,South,Sunset Colony,Organic,66.9,0.7,Delayed,48,4.4,4,Composting,142.94,0,1.05,2.14,2023-12,2023
WM120026,2023-01-23,North,Northgate,Plastic,47.9,26.1,Completed,0,4.6,3,Recycling,140.34,0,54.49,2.93,2023-01,2023
WM120027,2023-05-02,North,Northgate,Plastic,40.0,22.4,Delayed,38,16.9,3,Recycling,148.73,0,56.0,3.72,2023-05,2023
WM120028,2023-08-11,North,Pine Valley,Plastic,26.8,14.3,Completed,0,7.2,4,Recycling,84.13,0,53.36,3.14,2023-08,2023
WM120029,2023-08-18,North,Northgate,Organic,77.9,4.9,Missed,90,10.0,5,Composting,174.72,1,6.29,2.24,2023-08,2023
WM120030,2023-01-17,Central,Market District,Plastic,23.7,14.0,Completed,0,4.5,3,Recycling,66.03,1,59.07,2.79,2023-01,2023
WM120031,2023-10-12,North,Lakeview North,Organic,79.9,1.7,Completed,0,2.2,5,Composting,167.75,0,2.13,2.1,2023-10,2023
WM120032,2023-01-02,West,Golden West,Paper,23.8,14.5,Completed,0,9.0,2,Recycling,84.46,0,60.92,3.55,2023-01,2023
WM120033,2023-09-24,South,Southport,Mixed Waste,45.2,4.5,Completed,0,5.8,5,Waste-to-Energy,173.81,1,9.96,3.85,2023-09,2023
WM120034,2024-06-11,North,Silver Hills,Organic,43.6,4.7,Completed,0,9.1,3,Composting,91.93,0,10.78,2.11,2024-06,2024
WM120035,2024-06-16,Central,City Center,Mixed Waste,58.5,8.6,Completed,0,7.6,5,Landfill,93.94,0,14.7,1.61,2024-06,2024
WM120036,2023-09-08,East,Riverside East,Organic,89.1,4.0,Delayed,63,4.0,4,Composting,188.39,1,4.49,2.11,2023-09,2023
WM120037,2023-10-04,South,Sunset Colony,Paper,21.2,12.6,Completed,0,9.4,3,Waste-to-Energy,79.34,0,59.43,3.74,2023-10,2023
WM120038,2023-01-06,Central,City Center,Paper,35.5,23.6,Delayed,66,6.4,3,Recycling,104.69,4,66.48,2.95,2023-01,2023
WM120039,2023-08-25,North,Pine Valley,Organic,63.1,5.5,Completed,0,10.4,5,Composting,134.33,1,8.72,2.13,2023-08,2023
WM120040,2024-06-18,North,Silver Hills,Plastic,27.1,14.3,Completed,0,17.5,3,Recycling,93.96,0,52.77,3.47,2024-06,2024
WM120041,2024-11-27,West,Hilltop West,Paper,27.9,17.7,Completed,0,3.2,2,Landfill,39.91,0,63.44,1.43,2024-11,2024
WM120042,2023-08-12,West,West End,Mixed Waste,48.8,10.7,Completed,0,6.3,4,Landfill,71.94,1,21.93,1.47,2023-08,2023
WM120043,2024-07-04,South,Sunset Colony,Organic,38.7,2.6,Completed,0,5.5,4,Landfill,61.04,1,6.72,1.58,2024-07,2024
WM120044,2024-04-30,North,Silver Hills,Plastic,28.3,15.0,Completed,0,5.1,4,Landfill,45.97,0,53.0,1.62,2024-04,2024
WM120045,2024-02-17,Central,Downtown Core,Mixed Waste,37.4,8.5,Delayed,12,6.3,3,Waste-to-Energy,155.56,1,22.73,4.16,2024-02,2024
WM120046,2023-01-31,South,Southport,Metal,14.9,8.8,Completed,0,2.5,4,Recycling,35.33,1,59.06,2.37,2023-01,2023
WM120047,2024-04-17,North,Lakeview North,Plastic,45.7,22.9,Completed,0,4.4,4,Recycling,130.24,0,50.11,2.85,2024-04,2024
WM120048,2024-05-28,East,Riverside East,Organic,78.8,0.8,Completed,0,6.5,3,Landfill,119.62,1,1.02,1.52,2024-05,2024
WM120049,2023-12-08,Central,Downtown Core,Plastic,31.3,18.4,Completed,0,14.7,2,Recycling,110.56,0,58.79,3.53,2023-12,2023
WM120050,2023-06-14,North,Lakeview North,Paper,37.9,21.1,Completed,0,8.2,2,Recycling,153.43,1,55.67,4.05,2023-06,2023
WM120051,2023-10-27,West,Golden West,Organic,64.5,7.6,Completed,0,3.0,4,Composting,117.31,0,11.78,1.82,2023-10,2023
WM120052,2024-03-29,East,Eastwood,Glass,27.3,17.2,Completed,0,9.6,3,Recycling,85.23,0,63.0,3.12,2024-03,2024
WM120053,2024-09-30,East,Riverside East,Paper,29.9,19.2,Completed,0,9.5,3,Recycling,86.25,0,64.21,2.88,2024-09,2024
WM120054,2024-04-25,West,West End,Plastic,49.7,31.8,Completed,0,10.5,4,Recycling,164.97,0,63.98,3.32,2024-04,2024
WM120055,2023-03-16,Central,Central Square,Organic,67.4,8.8,Completed,0,9.5,4,Composting,123.67,0,13.06,1.83,2023-03,2023
WM120056,2023-11-05,South,Southport,Organic,64.6,0.9,Completed,0,6.5,4,Landfill,109.61,1,1.39,1.7,2023-11,2023
WM120057,2023-03-17,North,Northgate,Metal,18.5,12.7,Completed,0,19.4,2,Recycling,47.06,0,68.65,2.54,2023-03,2023
WM120058,2024-01-22,Central,Market District,Plastic,25.6,15.1,Delayed,66,4.8,4,Recycling,93.83,3,58.98,3.67,2024-01,2024
WM120059,2023-12-16,West,Golden West,Organic,68.6,9.7,Completed,0,3.9,3,Composting,126.87,0,14.14,1.85,2023-12,2023
WM120060,2023-10-02,East,Eastwood,Metal,22.0,14.7,Completed,0,13.9,4,Recycling,74.17,0,66.82,3.37,2023-10,2023
WM120061,2023-10-28,East,Maple Court,Organic,64.2,0.6,Completed,0,4.0,5,Waste-to-Energy,243.59,0,0.93,3.79,2023-10,2023
WM120062,2023-02-24,West,West End,Mixed Waste,63.5,12.7,Missed,125,4.6,5,Landfill,99.15,5,20.0,1.56,2023-02,2023
WM120063,2024-12-11,West,West End,Mixed Waste,44.4,9.1,Completed,0,6.7,3,Landfill,66.13,0,20.5,1.49,2024-12,2024
WM120064,2024-04-04,Central,Central Square,Glass,24.2,15.3,Completed,0,10.9,4,Landfill,31.25,0,63.22,1.29,2024-04,2024
WM120065,2024-06-24,East,Riverside East,Organic,73.4,7.8,Completed,0,8.4,4,Composting,149.51,0,10.63,2.04,2024-06,2024
